trade_date,index_name,open_price,high_price,low_price,close_price,adj_close,volume
2023-02-09,NIFTY50,17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900
2023-02-10,NIFTY50,17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000
2023-02-13,NIFTY50,17859.099609375,17880.69921875,17719.75,17770.900390625,17770.900390625,231300
2023-02-14,NIFTY50,17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500
2023-02-15,NIFTY50,17896.599609375,18034.099609375,17853.80078125,18015.849609375,18015.849609375,229300
2023-02-16,NIFTY50,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200
2023-02-17,NIFTY50,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100
2023-02-20,NIFTY50,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600
2023-02-21,NIFTY50,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200
2023-02-22,NIFTY50,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000
2023-02-23,NIFTY50,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800
2023-02-24,NIFTY50,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400
2023-02-27,NIFTY50,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400
2023-02-28,NIFTY50,17383.25,17440.44921875,17255.19921875,17303.94921875,17303.94921875,420900
2023-03-01,NIFTY50,17360.099609375,17467.75,17345.25,17450.900390625,17450.900390625,272900
2023-03-02,NIFTY50,17421.5,17445.80078125,17306.0,17321.900390625,17321.900390625,310700
2023-03-03,NIFTY50,17451.25,17644.75,17427.69921875,17594.349609375,17594.349609375,356200
2023-03-06,NIFTY50,17680.349609375,17799.94921875,17671.94921875,17711.44921875,17711.44921875,362800
2023-03-08,NIFTY50,17665.75,17766.5,17602.25,17754.400390625,17754.400390625,267000
2023-03-09,NIFTY50,17772.05078125,17772.349609375,17573.599609375,17589.599609375,17589.599609375,262400
2023-03-10,NIFTY50,17443.80078125,17451.5,17324.349609375,17412.900390625,17412.900390625,235900
2023-03-13,NIFTY50,17421.900390625,17529.900390625,17113.44921875,17154.30078125,17154.30078125,254900
2023-03-14,NIFTY50,17160.55078125,17224.650390625,16987.099609375,17043.30078125,17043.30078125,290600
2023-03-15,NIFTY50,17166.44921875,17211.349609375,16938.900390625,16972.150390625,16972.150390625,248200
2023-03-16,NIFTY50,16994.650390625,17062.44921875,16850.150390625,16985.599609375,16985.599609375,349800
2023-03-17,NIFTY50,17111.80078125,17145.80078125,16958.150390625,17100.05078125,17100.05078125,408100
2023-03-20,NIFTY50,17066.599609375,17066.599609375,16828.349609375,16988.400390625,16988.400390625,241800
2023-03-21,NIFTY50,17060.400390625,17127.69921875,17016.0,17107.5,17107.5,246700
2023-03-22,NIFTY50,17177.44921875,17207.25,17107.849609375,17151.900390625,17151.900390625,0
2023-03-23,NIFTY50,17097.400390625,17205.400390625,17045.30078125,17076.900390625,17076.900390625,219200
2023-03-24,NIFTY50,17076.19921875,17109.44921875,16917.349609375,16945.05078125,16945.05078125,228000
2023-03-27,NIFTY50,16984.30078125,17091.0,16918.55078125,16985.69921875,16985.69921875,218400
2023-03-28,NIFTY50,17031.75,17061.75,16913.75,16951.69921875,16951.69921875,238800
2023-03-29,NIFTY50,16977.30078125,17126.150390625,16940.599609375,17080.69921875,17080.69921875,345900
2023-03-31,NIFTY50,17210.349609375,17381.599609375,17204.650390625,17359.75,17359.75,263900
2023-04-03,NIFTY50,17427.94921875,17428.05078125,17312.75,17398.05078125,17398.05078125,230200
2023-04-05,NIFTY50,17422.30078125,17570.55078125,17402.69921875,17557.05078125,17557.05078125,248300
2023-04-06,NIFTY50,17533.849609375,17638.69921875,17502.849609375,17599.150390625,17599.150390625,242700
2023-04-10,NIFTY50,17634.900390625,17694.099609375,17597.94921875,17624.05078125,17624.05078125,254800
2023-04-11,NIFTY50,17704.80078125,17748.75,17655.150390625,17722.30078125,17722.30078125,304300
2023-04-12,NIFTY50,17759.55078125,17825.75,17717.25,17812.400390625,17812.400390625,232800
2023-04-13,NIFTY50,17807.30078125,17842.150390625,17729.650390625,17828.0,17828.0,285800
2023-04-17,NIFTY50,17863.0,17863.0,17574.05078125,17706.849609375,17706.849609375,357400
2023-04-18,NIFTY50,17766.599609375,17766.599609375,17610.19921875,17660.150390625,17660.150390625,258900
2023-04-19,NIFTY50,17653.349609375,17666.150390625,17579.849609375,17618.75,17618.75,281500
2023-04-20,NIFTY50,17638.599609375,17684.44921875,17584.349609375,17624.44921875,17624.44921875,215100
2023-04-21,NIFTY50,17639.75,17663.19921875,17553.94921875,17624.05078125,17624.05078125,230200
2023-04-24,NIFTY50,17707.55078125,17754.5,17612.5,17743.400390625,17743.400390625,255700
2023-04-25,NIFTY50,17761.55078125,17807.44921875,17716.849609375,17769.25,17769.25,297400
2023-04-26,NIFTY50,17767.30078125,17827.75,17711.19921875,17813.599609375,17813.599609375,233000
2023-04-27,NIFTY50,17813.099609375,17931.599609375,17797.900390625,17915.05078125,17915.05078125,241400
2023-04-28,NIFTY50,17950.400390625,18089.150390625,17885.30078125,18065.0,18065.0,290300
2023-05-02,NIFTY50,18124.80078125,18180.25,18101.75,18147.650390625,18147.650390625,265200
2023-05-03,NIFTY50,18113.80078125,18116.349609375,18042.400390625,18089.849609375,18089.849609375,226200
2023-05-04,NIFTY50,18081.0,18267.44921875,18066.69921875,18255.80078125,18255.80078125,226600
2023-05-05,NIFTY50,18117.30078125,18216.94921875,18055.44921875,18069.0,18069.0,239700
2023-05-08,NIFTY50,18120.599609375,18286.94921875,18100.30078125,18264.400390625,18264.400390625,228400
2023-05-09,NIFTY50,18303.400390625,18344.19921875,18229.650390625,18265.94921875,18265.94921875,245400
2023-05-10,NIFTY50,18313.599609375,18326.75,18211.94921875,18315.099609375,18315.099609375,220500
2023-05-11,NIFTY50,18357.80078125,18389.69921875,18270.400390625,18297.0,18297.0,248900
2023-05-12,NIFTY50,18273.75,18342.75,18194.55078125,18314.80078125,18314.80078125,241700
2023-05-15,NIFTY50,18339.30078125,18458.900390625,18287.900390625,18398.849609375,18398.849609375,216100
2023-05-16,NIFTY50,18432.349609375,18432.349609375,18264.349609375,18286.5,18286.5,219500
2023-05-17,NIFTY50,18300.44921875,18309.0,18115.349609375,18181.75,18181.75,229900
2023-05-18,NIFTY50,18287.5,18297.19921875,18104.849609375,18129.94921875,18129.94921875,272100
2023-05-19,NIFTY50,18186.150390625,18218.099609375,18060.400390625,18203.400390625,18203.400390625,260900
2023-05-22,NIFTY50,18201.099609375,18335.25,18178.849609375,18314.400390625,18314.400390625,262600
2023-05-23,NIFTY50,18362.900390625,18419.75,18324.19921875,18348.0,18348.0,270400
2023-05-24,NIFTY50,18294.80078125,18392.599609375,18262.94921875,18285.400390625,18285.400390625,232600
2023-05-25,NIFTY50,18268.900390625,18338.099609375,18202.400390625,18321.150390625,18321.150390625,235900
2023-05-26,NIFTY50,18368.349609375,18508.55078125,18333.150390625,18499.349609375,18499.349609375,198700
2023-05-29,NIFTY50,18619.150390625,18641.19921875,18581.25,18598.650390625,18598.650390625,265300
2023-05-30,NIFTY50,18606.650390625,18662.44921875,18575.5,18633.849609375,18633.849609375,234400
2023-05-31,NIFTY50,18594.19921875,18603.900390625,18483.849609375,18534.400390625,18534.400390625,696500
2023-06-01,NIFTY50,18579.400390625,18580.30078125,18464.55078125,18487.75,18487.75,265600
2023-06-02,NIFTY50,18550.849609375,18573.69921875,18478.400390625,18534.099609375,18534.099609375,270900
2023-06-05,NIFTY50,18612.0,18640.150390625,18582.80078125,18593.849609375,18593.849609375,256100
2023-06-06,NIFTY50,18600.80078125,18622.75,18531.599609375,18599.0,18599.0,220800
2023-06-07,NIFTY50,18665.599609375,18738.94921875,18636.0,18726.400390625,18726.400390625,260100
2023-06-08,NIFTY50,18725.349609375,18777.900390625,18615.599609375,18634.55078125,18634.55078125,286500
2023-06-09,NIFTY50,18655.900390625,18676.650390625,18555.400390625,18563.400390625,18563.400390625,221800
2023-06-12,NIFTY50,18595.05078125,18633.599609375,18559.75,18601.5,18601.5,179500
2023-06-13,NIFTY50,18631.80078125,18728.900390625,18631.80078125,18716.150390625,18716.150390625,233200
2023-06-14,NIFTY50,18744.599609375,18769.69921875,18690.0,18755.900390625,18755.900390625,261400
2023-06-15,NIFTY50,18774.44921875,18794.099609375,18669.05078125,18688.099609375,18688.099609375,263000
2023-06-16,NIFTY50,18723.30078125,18864.69921875,18710.5,18826.0,18826.0,272800
2023-06-19,NIFTY50,18873.30078125,18881.44921875,18719.150390625,18755.44921875,18755.44921875,219800
2023-06-20,NIFTY50,18752.349609375,18839.69921875,18660.650390625,18816.69921875,18816.69921875,211600
2023-06-21,NIFTY50,18849.400390625,18875.900390625,18794.849609375,18856.849609375,18856.849609375,217500
2023-06-22,NIFTY50,18853.599609375,18886.599609375,18759.5,18771.25,18771.25,252700
2023-06-23,NIFTY50,18741.849609375,18756.400390625,18647.099609375,18665.5,18665.5,210600
2023-06-26,NIFTY50,18682.349609375,18722.05078125,18646.69921875,18691.19921875,18691.19921875,171300
2023-06-27,NIFTY50,18748.55078125,18829.25,18714.25,18817.400390625,18817.400390625,222500
2023-06-28,NIFTY50,18908.150390625,19011.25,18861.349609375,18972.099609375,18972.099609375,398800
2023-06-30,NIFTY50,19076.849609375,19201.69921875,19024.599609375,19189.05078125,19189.05078125,247900
2023-07-03,NIFTY50,19246.5,19345.099609375,19234.400390625,19322.55078125,19322.55078125,226100
2023-07-04,NIFTY50,19406.599609375,19434.150390625,19300.0,19389.0,19389.0,226900
2023-07-05,NIFTY50,19405.94921875,19421.599609375,19339.599609375,19398.5,19398.5,224400
2023-07-06,NIFTY50,19385.69921875,19512.19921875,19373.0,19497.30078125,19497.30078125,268300
2023-07-07,NIFTY50,19422.80078125,19523.599609375,19303.599609375,19331.80078125,19331.80078125,237100
2023-07-10,NIFTY50,19400.349609375,19435.849609375,19327.099609375,19355.900390625,19355.900390625,268200
2023-07-11,NIFTY50,19427.099609375,19515.099609375,19406.44921875,19439.400390625,19439.400390625,251300
2023-07-12,NIFTY50,19497.44921875,19507.69921875,19361.75,19384.30078125,19384.30078125,327900
2023-07-13,NIFTY50,19495.19921875,19567.0,19385.80078125,19413.75,19413.75,310400
2023-07-14,NIFTY50,19493.44921875,19595.349609375,19433.5,19564.5,19564.5,291200
2023-07-17,NIFTY50,19612.150390625,19731.849609375,19562.94921875,19711.44921875,19711.44921875,268700
2023-07-18,NIFTY50,19787.5,19819.44921875,19690.19921875,19749.25,19749.25,286400
2023-07-19,NIFTY50,19802.94921875,19851.69921875,19727.44921875,19833.150390625,19833.150390625,259700
2023-07-20,NIFTY50,19831.69921875,19991.849609375,19758.400390625,19979.150390625,19979.150390625,274700
2023-07-21,NIFTY50,19800.44921875,19887.400390625,19700.0,19745.0,19745.0,312500
2023-07-24,NIFTY50,19748.44921875,19782.75,19658.30078125,19672.349609375,19672.349609375,265600
2023-07-25,NIFTY50,19729.349609375,19729.349609375,19615.94921875,19680.599609375,19680.599609375,369700
2023-07-26,NIFTY50,19733.349609375,19825.599609375,19716.69921875,19778.30078125,19778.30078125,244700
2023-07-27,NIFTY50,19850.900390625,19867.55078125,19603.55078125,19659.900390625,19659.900390625,334900
2023-07-28,NIFTY50,19659.75,19695.900390625,19563.099609375,19646.05078125,19646.05078125,258700
2023-07-31,NIFTY50,19666.349609375,19772.75,19597.599609375,19753.80078125,19753.80078125,295100
2023-08-01,NIFTY50,19784.0,19795.599609375,19704.599609375,19733.55078125,19733.55078125,298000
2023-08-02,NIFTY50,19655.400390625,19678.25,19423.55078125,19526.55078125,19526.55078125,290700
2023-08-03,NIFTY50,19463.75,19537.650390625,19296.44921875,19381.650390625,19381.650390625,315700
2023-08-04,NIFTY50,19462.80078125,19538.849609375,19436.44921875,19517.0,19517.0,280800
2023-08-07,NIFTY50,19576.849609375,19620.44921875,19524.80078125,19597.30078125,19597.30078125,216600
2023-08-08,NIFTY50,19627.19921875,19634.400390625,19533.099609375,19570.849609375,19570.849609375,260300
2023-08-09,NIFTY50,19578.80078125,19645.5,19467.5,19632.55078125,19632.55078125,266500
2023-08-10,NIFTY50,19605.55078125,19623.599609375,19495.400390625,19543.099609375,19543.099609375,312200
2023-08-11,NIFTY50,19554.25,19557.75,19412.75,19428.30078125,19428.30078125,235500
2023-08-14,NIFTY50,19383.94921875,19465.849609375,19257.900390625,19434.55078125,19434.55078125,243900
2023-08-16,NIFTY50,19369.0,19482.75,19317.19921875,19465.0,19465.0,0
2023-08-17,NIFTY50,19450.55078125,19461.55078125,19326.25,19365.25,19365.25,268700
2023-08-18,NIFTY50,19301.75,19373.80078125,19253.599609375,19310.150390625,19310.150390625,256100
2023-08-21,NIFTY50,19320.650390625,19425.94921875,19296.30078125,19393.599609375,19393.599609375,262600
2023-08-22,NIFTY50,19417.099609375,19443.5,19381.30078125,19396.44921875,19396.44921875,208700
2023-08-23,NIFTY50,19439.19921875,19472.05078125,19366.599609375,19444.0,19444.0,225200
2023-08-24,NIFTY50,19535.150390625,19584.44921875,19369.0,19386.69921875,19386.69921875,268300
2023-08-25,NIFTY50,19297.400390625,19339.55078125,19229.69921875,19265.80078125,19265.80078125,466500
2023-08-28,NIFTY50,19298.349609375,19366.849609375,19249.69921875,19306.05078125,19306.05078125,248200
2023-08-29,NIFTY50,19374.849609375,19377.900390625,19309.099609375,19342.650390625,19342.650390625,307400
2023-08-30,NIFTY50,19433.44921875,19452.80078125,19334.75,19347.44921875,19347.44921875,233000
2023-08-31,NIFTY50,19375.55078125,19388.19921875,19223.650390625,19253.80078125,19253.80078125,562600
2023-09-01,NIFTY50,19258.150390625,19458.55078125,19255.69921875,19435.30078125,19435.30078125,333000
2023-09-04,NIFTY50,19525.05078125,19545.150390625,19432.849609375,19528.80078125,19528.80078125,296800
2023-09-05,NIFTY50,19564.650390625,19587.05078125,19525.75,19574.900390625,19574.900390625,256800
2023-09-06,NIFTY50,19581.19921875,19636.44921875,19491.5,19611.05078125,19611.05078125,287600
2023-09-07,NIFTY50,19598.650390625,19737.0,19550.05078125,19727.05078125,19727.05078125,304900
2023-09-08,NIFTY50,19774.80078125,19867.150390625,19727.05078125,19819.94921875,19819.94921875,288100
2023-09-11,NIFTY50,19890.0,20008.150390625,19865.349609375,19996.349609375,19996.349609375,248800
2023-09-12,NIFTY50,20110.150390625,20110.349609375,19914.650390625,19993.19921875,19993.19921875,328100
2023-09-13,NIFTY50,19989.5,20096.900390625,19944.099609375,20070.0,20070.0,251400
2023-09-14,NIFTY50,20127.94921875,20167.650390625,20043.44921875,20103.099609375,20103.099609375,275100
2023-09-15,NIFTY50,20156.44921875,20222.44921875,20129.69921875,20192.349609375,20192.349609375,438200
2023-09-18,NIFTY50,20155.94921875,20195.349609375,20115.69921875,20133.30078125,20133.30078125,264900
2023-09-20,NIFTY50,19980.75,20050.650390625,19878.849609375,19901.400390625,19901.400390625,378100
2023-09-21,NIFTY50,19840.55078125,19848.75,19709.94921875,19742.349609375,19742.349609375,275100
2023-09-22,NIFTY50,19744.849609375,19798.650390625,19657.5,19674.25,19674.25,246400
2023-09-25,NIFTY50,19678.19921875,19734.150390625,19601.55078125,19674.55078125,19674.55078125,188400
2023-09-26,NIFTY50,19682.80078125,19699.349609375,19637.44921875,19664.69921875,19664.69921875,204900
2023-09-27,NIFTY50,19637.05078125,19730.69921875,19554.0,19716.44921875,19716.44921875,203600
2023-09-28,NIFTY50,19761.80078125,19766.650390625,19492.099609375,19523.55078125,19523.55078125,352800
2023-09-29,NIFTY50,19581.19921875,19726.25,19551.05078125,19638.30078125,19638.30078125,243500
2023-10-03,NIFTY50,19622.400390625,19623.19921875,19479.650390625,19528.75,19528.75,221700
2023-10-04,NIFTY50,19446.30078125,19457.80078125,19333.599609375,19436.099609375,19436.099609375,277100
2023-10-05,NIFTY50,19521.849609375,19576.94921875,19487.30078125,19545.75,19545.75,234900
2023-10-06,NIFTY50,19621.19921875,19675.75,19589.400390625,19653.5,19653.5,159100
2023-10-09,NIFTY50,19539.44921875,19588.94921875,19480.5,19512.349609375,19512.349609375,165100
2023-10-10,NIFTY50,19565.599609375,19717.80078125,19565.44921875,19689.849609375,19689.849609375,216600
2023-10-11,NIFTY50,19767.0,19839.19921875,19756.94921875,19811.349609375,19811.349609375,213700
2023-10-12,NIFTY50,19822.69921875,19843.30078125,19772.650390625,19794.0,19794.0,217900
2023-10-13,NIFTY50,19654.55078125,19805.400390625,19635.30078125,19751.05078125,19751.05078125,255000
2023-10-16,NIFTY50,19737.25,19781.30078125,19691.849609375,19731.75,19731.75,181000
2023-10-17,NIFTY50,19843.19921875,19849.75,19775.650390625,19811.5,19811.5,185800
2023-10-18,NIFTY50,19820.44921875,19840.94921875,19659.94921875,19671.099609375,19671.099609375,198900
2023-10-19,NIFTY50,19545.19921875,19681.80078125,19512.349609375,19624.69921875,19624.69921875,230300
2023-10-20,NIFTY50,19542.150390625,19593.80078125,19518.69921875,19542.650390625,19542.650390625,198300
2023-10-23,NIFTY50,19521.599609375,19556.849609375,19257.849609375,19281.75,19281.75,176000
2023-10-25,NIFTY50,19286.44921875,19347.30078125,19074.150390625,19122.150390625,19122.150390625,225300
2023-10-26,NIFTY50,19027.25,19041.69921875,18837.849609375,18857.25,18857.25,300400
2023-10-27,NIFTY50,18928.75,19076.150390625,18926.650390625,19047.25,19047.25,205200
2023-10-30,NIFTY50,19053.400390625,19158.5,18940.0,19140.900390625,19140.900390625,180100
2023-10-31,NIFTY50,19232.94921875,19233.69921875,19056.44921875,19079.599609375,19079.599609375,206000
2023-11-01,NIFTY50,19064.05078125,19096.05078125,18973.69921875,18989.150390625,18989.150390625,194100
2023-11-02,NIFTY50,19120.0,19175.25,19064.150390625,19133.25,19133.25,245600
2023-11-03,NIFTY50,19241.0,19276.25,19210.900390625,19230.599609375,19230.599609375,189500
2023-11-06,NIFTY50,19345.849609375,19423.0,19309.69921875,19411.75,19411.75,180700
2023-11-07,NIFTY50,19404.05078125,19423.5,19329.099609375,19406.69921875,19406.69921875,198700
2023-11-08,NIFTY50,19449.599609375,19464.400390625,19401.5,19443.5,19443.5,195000
2023-11-09,NIFTY50,19457.400390625,19463.900390625,19378.349609375,19395.30078125,19395.30078125,208400
2023-11-10,NIFTY50,19351.849609375,19451.30078125,19329.44921875,19425.349609375,19425.349609375,152200
2023-11-13,NIFTY50,19486.75,19494.400390625,19414.75,19443.55078125,19443.55078125,189300
2023-11-15,NIFTY50,19651.400390625,19693.19921875,19579.650390625,19675.44921875,19675.44921875,291500
2023-11-16,NIFTY50,19674.69921875,19875.25,19627.0,19765.19921875,19765.19921875,282700
2023-11-17,NIFTY50,19674.75,19806.0,19667.44921875,19731.80078125,19731.80078125,236800
2023-11-20,NIFTY50,19731.150390625,19756.44921875,19670.5,19694.0,19694.0,173800
2023-11-21,NIFTY50,19770.900390625,19829.099609375,19754.05078125,19783.400390625,19783.400390625,195000
2023-11-22,NIFTY50,19784.0,19825.55078125,19703.849609375,19811.849609375,19811.849609375,184500
2023-11-23,NIFTY50,19828.44921875,19875.150390625,19786.75,19802.0,19802.0,170000
2023-11-24,NIFTY50,19809.599609375,19832.849609375,19768.849609375,19794.69921875,19794.69921875,145900
2023-11-28,NIFTY50,19844.650390625,19916.849609375,19800.0,19889.69921875,19889.69921875,229600
2023-11-29,NIFTY50,19976.55078125,20104.650390625,19956.30078125,20096.599609375,20096.599609375,236200
2023-11-30,NIFTY50,20108.5,20158.69921875,20015.849609375,20133.150390625,20133.150390625,486600
2023-12-01,NIFTY50,20194.099609375,20291.55078125,20183.69921875,20267.900390625,20267.900390625,265800
2023-12-04,NIFTY50,20601.94921875,20702.650390625,20507.75,20686.80078125,20686.80078125,381100
2023-12-05,NIFTY50,20808.900390625,20864.05078125,20711.150390625,20855.099609375,20855.099609375,421000
2023-12-06,NIFTY50,20950.75,20961.94921875,20852.150390625,20937.69921875,20937.69921875,359200
2023-12-07,NIFTY50,20932.400390625,20941.25,20850.80078125,20901.150390625,20901.150390625,275000
2023-12-08,NIFTY50,20934.099609375,21006.099609375,20862.69921875,20969.400390625,20969.400390625,292400
2023-12-11,NIFTY50,20965.30078125,21026.099609375,20923.69921875,20997.099609375,20997.099609375,212900
2023-12-12,NIFTY50,21018.55078125,21037.900390625,20867.150390625,20906.400390625,20906.400390625,244900
2023-12-13,NIFTY50,20929.75,20950.0,20769.5,20926.349609375,20926.349609375,260300
2023-12-14,NIFTY50,21110.400390625,21210.900390625,21074.44921875,21182.69921875,21182.69921875,334400
2023-12-15,NIFTY50,21287.44921875,21492.30078125,21235.30078125,21456.650390625,21456.650390625,508800
2023-12-18,NIFTY50,21434.80078125,21482.80078125,21365.349609375,21418.650390625,21418.650390625,249700
2023-12-19,NIFTY50,21477.650390625,21505.05078125,21337.75,21453.099609375,21453.099609375,249800
2023-12-20,NIFTY50,21543.5,21593.0,21087.349609375,21150.150390625,21150.150390625,363900
2023-12-21,NIFTY50,21033.94921875,21288.349609375,20976.80078125,21255.05078125,21255.05078125,277500
2023-12-22,NIFTY50,21295.849609375,21390.5,21232.44921875,21349.400390625,21349.400390625,284700
2023-12-26,NIFTY50,21365.19921875,21477.150390625,21329.44921875,21441.349609375,21441.349609375,219500
2023-12-27,NIFTY50,21497.650390625,21675.75,21495.80078125,21654.75,21654.75,256500
2023-12-28,NIFTY50,21715.0,21801.44921875,21678.0,21778.69921875,21778.69921875,393100
2023-12-29,NIFTY50,21737.650390625,21770.30078125,21676.900390625,21731.400390625,21731.400390625,270900
2024-01-01,NIFTY50,21727.75,21834.349609375,21680.849609375,21741.900390625,21741.900390625,154000
2024-01-02,NIFTY50,21751.349609375,21755.599609375,21555.650390625,21665.80078125,21665.80078125,263700
2024-01-03,NIFTY50,21661.099609375,21677.0,21500.349609375,21517.349609375,21517.349609375,311900
2024-01-04,NIFTY50,21605.80078125,21685.650390625,21564.55078125,21658.599609375,21658.599609375,339200
2024-01-05,NIFTY50,21705.75,21749.599609375,21629.19921875,21710.80078125,21710.80078125,309300
2024-01-08,NIFTY50,21747.599609375,21763.94921875,21492.900390625,21513.0,21513.0,231500
2024-01-09,NIFTY50,21653.599609375,21724.44921875,21517.849609375,21544.849609375,21544.849609375,228600
2024-01-10,NIFTY50,21529.30078125,21641.849609375,21448.650390625,21618.69921875,21618.69921875,217000
2024-01-11,NIFTY50,21688.0,21726.5,21593.75,21647.19921875,21647.19921875,212500
2024-01-12,NIFTY50,21773.55078125,21928.25,21715.150390625,21894.55078125,21894.55078125,294700
2024-01-15,NIFTY50,22053.150390625,22115.55078125,21963.55078125,22097.44921875,22097.44921875,345500
2024-01-16,NIFTY50,22080.5,22124.150390625,21969.80078125,22032.30078125,22032.30078125,292400
2024-01-17,NIFTY50,21647.25,21851.5,21550.44921875,21571.94921875,21571.94921875,456000
2024-01-18,NIFTY50,21414.19921875,21539.400390625,21285.55078125,21462.25,21462.25,387300
2024-01-19,NIFTY50,21615.19921875,21670.599609375,21575.0,21622.400390625,21622.400390625,343100
2024-01-23,NIFTY50,21716.69921875,21750.25,21192.599609375,21238.80078125,21238.80078125,449700
2024-01-24,NIFTY50,21185.25,21482.349609375,21137.19921875,21453.94921875,21453.94921875,407500
2024-01-25,NIFTY50,21454.599609375,21459.0,21247.05078125,21352.599609375,21352.599609375,418100
2024-01-29,NIFTY50,21433.099609375,21763.25,21429.599609375,21737.599609375,21737.599609375,376700
2024-01-30,NIFTY50,21775.75,21813.05078125,21501.80078125,21522.099609375,21522.099609375,375100
2024-01-31,NIFTY50,21487.25,21741.349609375,21448.849609375,21725.69921875,21725.69921875,410600
2024-02-01,NIFTY50,21780.650390625,21832.94921875,21658.75,21697.44921875,21697.44921875,332500
2024-02-02,NIFTY50,21812.75,22126.80078125,21805.55078125,21853.80078125,21853.80078125,442800
2024-02-05,NIFTY50,21921.05078125,21964.30078125,21726.94921875,21771.69921875,21771.69921875,440800
2024-02-06,NIFTY50,21825.19921875,21951.400390625,21737.55078125,21929.400390625,21929.400390625,371000
2024-02-07,NIFTY50,22045.05078125,22053.30078125,21860.150390625,21930.5,21930.5,346300
2024-02-08,NIFTY50,22009.650390625,22011.05078125,21665.30078125,21717.94921875,21717.94921875,491100
2024-02-09,NIFTY50,21727.0,21804.44921875,21629.900390625,21782.5,21782.5,349200
2024-02-12,NIFTY50,21800.80078125,21831.69921875,21574.75,21616.05078125,21616.05078125,287400
2024-02-13,NIFTY50,21664.30078125,21766.80078125,21543.349609375,21743.25,21743.25,365800
2024-02-14,NIFTY50,21578.150390625,21870.849609375,21530.19921875,21840.05078125,21840.05078125,359100
2024-02-15,NIFTY50,21906.55078125,21953.849609375,21794.80078125,21910.75,21910.75,345400
2024-02-16,NIFTY50,22020.30078125,22068.650390625,21968.94921875,22040.69921875,22040.69921875,343900
